Unnamed: 0,번호,제목,저자,출판사,출판일
,25,cRGD-Functionalized Polymer Micelles for Targeted Doxorubicin Delivery,"Nasongkla, N.; Shuai, X.; Ai, H.; Weinberg, B. D.; Pink, J.; Boothman, D. A.; Gao, J.",VCH VERLAGSGESELLSCHAFT,2004
,26,Inspection of training load of outstanding junior athletes of Short Track Speed Skating before competition,"Ai, S.-h.",EDITORIAL DEPT. OF JOURNAL OF WUHAN INST. OF PHYSICAL EDUCATION,2006
,27,Strategic Collision Avoidance Based on Planned Route and Navigational Information Transmitted by AIS,"Hung, T. V.; Hagiwara, H.; Tamaru, H.; Ohtsu, K.; Shoji, R.",JIN,2005
,28,Machine learning and AI for long-term fault prognosis in complex manufacturing systems,"Bukkapatnam, Satish T.S.; Afrin, Kahkashan; Dave, Darpit; Kumara, Soundar R.T.","Technische Rundschau, Hallwag Publishers; 1999",2019
,29,Data Mining from an AI Perspective,"Quinlan, R.",IEEE Computer Society Press,1999
,30,CSF's for Implementing ERP within SME's,"Sumner, M.; Bradley, J.",New York; Curran,2009
,31,Template-Free Hydrothermal Synthesis of Nanoembossed Mesoporous LiFePO~4 Microspheres for High-Performance Lithium-Ion Batteries,"Qian, J.; Zhou, M.; Cao, Y.; Ai, X.; Yang, H.",AMERICAN CHEMICAL SOCIETY,2010
,32,Research progress on the classification and pharmacological mechanism of antiepileptic drugs,"Li,  Bei-xu; Shen,  Yi-wen; Xue,  Ai-min",FUDAN UNIVERSITY JOURNAL OF MEDICAL SCIENCES,2015
,33,PC-FTA: An Analysts Aide for Fault Tree Construction,"Schwarzblat, M.;Baker, J. C.;Smith, J. E.",ANS,1991
,34,Smart Solutions for Sewage Treatment...Ratcheting up performance and capacity of wastewater treatment plants,unknown,AIS COMMUNICATIONS LTD,1993
,35,AI-Based FEM Mesh Generation,"Yoshimura, S.; Yagawa, G.; Nakao, K.",ICES Publications,1991
,36,人工知能(AI)·無線センサー活用の設備運用システム,倉田昌典,日本工業出版,2016
,37,AI for design: Virtual design assistant,"Kim, Sang-Gook; Yoon, Sang Min; Yang, Maria; Choi, Jungwoo; Akay, Haluk; Burnell, Edward","Technische Rundschau, Hallwag Publishers; 1999",2019
,38,Cognitive Logical Reasoning Skill and the Relationship to Spreadsheet Data Quality,"Kruck, S. E.",AIS,1998
,39,How to Design an AI Marketing Strategy What the technology can do today—and what's next,"Davenport, Thomas H.; Guha, Abhijit; Grewal, Dhruv",HARVARD BUSINESS REVIEW,2021
,40,Corporate Recruiting Opening Its Doors to AI: The Performance Opportunity?,"Roy, R.",WILEY,2017
,41,AI Methods for a Prediction of the Pedagogical Efficiency Factors for Classical and e-Learning System,"Przybyszewski, K.",SPRINGER-VERLAG,2010
,42,Sequential Active Appearance Model Based on Online Instance Learning,"Chen, Y.; Yu, F.; Ai, C.",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2013
,43,The degree of abdominal imaging (AI) subspecialization of the reviewing radiologist significantly impacts the number of clinically relevant and incidental discrepancies identified during peer review of emergency after-hours body CT studies,"Bell, M. E.; Patel, M. D.",Springer Science + Business Media,2014
,44,On Modeling Creativity in Legal Reasoning,"Indurkhya, B.",ACM,1997
,45,AI assisted ethics,"Etzioni, A.; Etzioni, O.",Springer Science + Business Media,2016
,46,Learning and Education: A Continuing Frontier for AI,"Selfridge, O. G.",COMPUTER SOCIETY,2006
,47,The Academic Quality of AI Journals and the Role of AI in the MIS Curriculum: Perspectives of Business Faculty,"Gupta, U. G.",PERGAMON PRESS,1994
,48,"Automatic apple grading model development based on back propagation neural network and machine vision, and its performance evaluation","Bhatt, A. K.; Pant, D.",SPRINGER VERLAG KG,2015
,49,Machine Learning and Sensor Fusion for Estimating Continuous Energy Expenditure,"Vyas, N.; Farringdon, J.; Andre, D.; Stivoric, J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2012
,50,Handling Over-Constrained Problems in Distributed Multi-agent Systems,"Zhou, L.; Sattar, A.; Goodwin, S.",Berlin; London; Springer,2005
,51,"Virtual reality experiences, attachment and experiential outcomes in tourism","Wu, Hung-Che; Ai, Chi-Han; Cheng, Ching-Chan",AIEST,2019
,52,Colorless-to-black electrochromic materials and solid-state devices with high optical contrast based on cross-linked Poly(4-vinyltriphenylamine),"Zeng, Jinming; Li, Hui; Wan, Zhijun; Ai, Lianghui; Liu, Ping; Deng, Wenji","Elsevier Science B.V., Amsterdam.",2019
,53,Cell Block Ai,unknown,ART NEWS SUBSCRIPTION SERVICE,2014
,54,Representing User Requirements: An Empirical Investigation of Formality in Modeling Tools,"Browne, G. J.; Ramesh, V.; Pitts, M. G.; Rogich, M. B.",AIS,1997
,55,Security and AI -Cryptography Meets AI-,"Numao, M.",JAPANESE SOC ARTIFICIAL INTELL,2004
,56,Novel estimation of morphological behavior of electrospun nanofibers with artificial intelligence system (AIS),"Nasouri, Komeil","Elsevier Science B.V., Amsterdam.",2018
,57,"Spring Comes to AI Winter. Artificial intelligence, once the darling of computer scientists and science fiction writers, fell into disrepute in the 1980s",unknown,UNKNOWN,2005
,58,"On AI, Markets and Machine Learning","Parkes,  David C.",ACM Press,2017
,59,A Client-Server Interactive Tool for Integrated Artificial Intelligence Curriculum,"Cook, D. J.;Holder, L. B.",AAAI,2001
,60,Towards a Technology and a Science of Machine Learning,"Sleeman, D.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1994
,61,SUITE: Speech Understanding Interface Tools and Environments,"Manaris, B.;Harkreader, A.",Florida AI Research Society,1997
,62,Exploratory Study on Users' Behavior: Smartphone Usage,"Mutchler, L.A.; Shim, J.P.; Ormond, D.",Red Hook; Curran,2011
,63,Sa1899 THE DIAGNOSTIC ARTIFICIAL INTELLIGENCE (AI) SYSTEM FOR DETECTION OF COLON POLYPS WITH HIGH EFFICIENCY OF DEEP LEARNING,"Hori, Keisuke; Ikematsu, Hiroaki; Shinmura, Kensuke; Yoda, Yusuke; Oono, Yasuhiro; Takemoto, Satoko; Yokota, Hideo; Yano, Tomonori","Elsevier Science B. V., Amsterdam",2018
,64,Using Easy-to-Provide Domain Knowledge for Learning to Control Dynamic Systems,"Hoffmann, A;Matsushima, S.",World Scientific,1995
,65,Effect of mineral and organic fertilizers on variation in heavy metals content in soils of different texture in Mary AI Republic,"Almetov, N. S.",NAUKA MOSCOW,1996
,66,Towards an Ontology-Based Spatial Clustering Framework,"Wang, X.; Hamilton, H. J.",Berlin; London; Springer,2005
,67,A Performance Evaluation of AIS-Based Ad-Hoc Routing (AAR) Protocol for Data Communications at Sea,"Mun, S.M.; Son, J.Y.",Springer Science and Business Media,2012
,68,ITS Technology from Complementary Perspectives,"Fernandez de Castro, I.",IOS Press,1997
,69,Deriving Competitive Foresight Using an Ontology-Based Patent Roadmap and Valuation Analysis,"Trappey, Amy J. C.; Trappey, Charles V.; Chang, Ai-Che; Li, Jason X. K.",IDEA GROUP PUBLISHING,2019
,70,The Influence of Religion on Coping and Adaptation of Families Who Have Children with Disabilities: A Comparison of Christianity and Buddhism Using the Double ABCX Model,"Kamei, Ai",Taylor and Francis,2014
,71,The Rule Retranslation Problem and the Validation Interface,"Kelbassa, H.-W.;Knauf, R.",AAAI,2003
,72,"Case-Based Reasoning: Foundational Issues, Methodological Variations, and System Approaches","Aamodt, A.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1994
,73,Side-Chain Conducting and Phase-Separated Polymeric Binders for High Performance Silicon Anodes in Lithium-Ion Batteries,"Zhao,  Hui; Park,  Sang-Jae; Ai,  Guo; Yang,  Wanli; Wang,  Cheng; Liu,  Gao",Electrochemical Society,2015
,74,Preferences in AI: An overview,"Domshlak, C.; HÃ¼llermeier, E.; Kaci, S.; Prade, H.","Elsevier Science B.V., Amsterdam.",2011
,75,Extensionally defining principles and cases in ethics: An AI model,"McLaren, B. M.","Elsevier Science B.V., Amsterdam.",2003
,76,Phytosterols in banana (musa spp.) flower inhibit α‐glucosidase and α‐amylase hydrolysations and glycation reaction,"Sheng, Zhanwu; Dai, Haofu; Pan, Siyi; Ai, Binling; Zheng, Lili; Zheng, Xiaoyan; Prinyawiwatkul, Witoon; Xu, Zhimin",Wiley-Blackwell,2017
,77,Influence of substrate temperature on electrical and optical properties of p-type semitransparent conductive nickel oxide thin films deposited by radio frequency sputtering,"Ai, L.; Fang, G.; Yuan, L.; Liu, N.; Wang, M.; Li, C.; Zhang, Q.; Li, J.; Zhao, X.","Elsevier Science B.V., Amsterdam.",2008
,78,An AI-Based Visual Aid With Integrated Reading Assistant for the Completely Blind,"Khan, Muiz Ahmed; Paul, Pias; Rashid, Mahmudur; Hossain, Mainul; Ahad, Md Atiqur Rahman",IEEE,2020
,79,To Model or Not to Model: Is AI the Answer?,"McCalla, G.; Jonassen, D.",AACE,1995
,80,Analysis of clinical decision support system malfunctions: a case series and survey,"Wright, A.; Hickman, T. T.; McEvoy, D.; Aaron, S.; Ai, A.; Andersen, J. M.; Hussain, S.; Ramoni, R.; Fiskio, J.; Sittig, D. F.",Oxford University Press,2016
,81,User perceptions of anthropomorphic robots as monitoring devices,"Moran, S.; Bachour, K.; Nishida, T.",SPRINGER VERLAG KG,2015
,82,The efficacy of nasal airway stent (Nastent) on obstructive sleep apnoea and prediction of treatment outcomes,"Okuno, K.; Minagi, H. O.; Ikai, K.; Ai, E. M.; Takai, E.; Fukatsu, H.; Uchida, Y.; Sakai, T.",John Wiley & Sons Ltd,2019
,83,Adaptive and Dynamic Hypertext Tutoring Systems Based on Knowledge Space Theory,"Albert, D.; Hockemeyer, C.",IOS Press,1997
,84,A Syllabus for Introductory AI,"Ginsberg, M. L.",AAAI Press,1994
,85,Evaluation of Web Accessibility and Usability from Blind User's Perspective: The Context of Online Assessments,"Babu, R.; Singh, R.",New York; Curran,2009
,86,A model selection approach for local learning,"Bontempi, G.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,2000
,87,Explainable AI and Mass Surveillance System-Based Healthcare Framework to Combat COVID-I9 Like Pandemics,"Hossain, M. Shamim; Muhammad, Ghulam; Guizani, Nadra",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
,88,CAI for Nursing Education Based on the WWW,"Majima, Y.; Sou, Y.",IOS Press,1997
,89,The Role of Team Learning in Enabling Shared Leadership in ISD Teams,"Li, Y.; Jiang, J.; Klein, G.",New York; Curran,2009
,90,Modeling Software Component Criticality Using a Machine Learning Approach,"Shin, M.; Goel, A. L.",Berlin; London; Springer,2005
,91,Synthesis and Thermal Capability Studying of Poly(DL-lactide),"Zhao, H.-z.; Yang, Q.-f.; Ai, l.; Ma, Q.",UNKNOWN,2005
,92,Series: ``AI for the Liberal Arts'' (3) AI in Video Games,"Sakurai, Sho; Miyake, Youichiro",Japanese Society for Artificial Intelligence,2019
,93,Individual consistency in the accuracy and distribution of confidence judgments,"Ais, J. n.; Zylberberg, A.; Barttfeld, P.; Sigman, M.","Elsevier Science B.V., Amsterdam.",2016
,94,RECALL: Towards a Learner Centred Approach to Language Learning,"Murphy, M.; Krueger, A.; Grieszl, A.",IOS Press,1997
,95,Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence,"Brock, Jürgen Kai-Uwe; von Wangenheim, Florian",UNIVERSITY OF CALIFORNIA,2019
,96,Virtual reality exergaming as adjunctive therapy in a sub-acute stroke rehabilitation setting: facilitators and barriers,"Nguyen, Ai-Vi; Ong, Yau-Lok Austin; Luo, Cindy Xin; Thuraisingam, Thiviya; Rubino, Michael; Levin, Mindy F.; Kaizer, Franceen; Archambault, Philippe S.",Informa Healthcare,2019
,97,A note on the utility of incremental learning,"Giraud-Carrier, C.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,2000
,98,Education in mathematics: A reasoning apparatus for proofs by contradiction,"Colagrossi, A.; Micarelli, A.",Association for the Advancement of Computing in Education,1995
,99,Automated Trend Analysis for Spacecraft System,"Peterson, C.;Rowe, J.;Mueller, K.;Ziyad, N.",AAAI Press,1999
,100,Human-Level Artificial Intelligence? Be Serious!,"Nilsson, N. J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,1,Intelligent Retrieval System for Creating Sentences in Foreign Language,"Kitamura, M.; Yamamoto, H.",IOS Press,1997
,2,Optimizing Limousine Service with AI,"Chun, A.H.W.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2011
,3,On Evaluating Students' Knowledge by Observing their Actions in ILE,"Itoh, Y.; Takahashi, I.; Konishi, T.",IOS Press,1997
,4,KruPpel-Like Factor 4 Regulates Intestinal Epithelial Cell Morphology and Polarity,"Yu, T.; Xu, R.; Ai, W.; Liu, C.",ELSEVIER SCIENCE B.V. AMSTERDAM,2011
,5,Computer-Aided Foreign Language Pronunciation Learning System under Virtual Environment,"Jo, C.-H.; Kawahara, T.; Doshita, S.",IOS Press,1997
,6,Revisiting the use of secondary task reaction time measures in telepresence research: exploring the role of immersion and attention,"Bracken, C. C.; Pettey, G.; Wu, M.",SPRINGER VERLAG KG,2014
,7,"IEEE RO-MAN 2016 Call for Papers, Workshops, and Tutorials",unknown,SPRINGER VERLAG KG,2016
,8,Electroacupuncture for Acute Ischemic Stroke: A Meta-Analysis of Randomized Controlled Trials,"Liu,  Ai-Ju; Li,  Ji-Huang; Li,  Hui-Qin; Fu,  Deng-Lei; Lu,  Lin; Bian,  Zhao-Xiang; Zheng,  Guo-Qing",AMERICAN JOURNAL OF CHINESE MEDICINE INC,2015
,9,T'ai Chi Chih as an Intervention for Heart Failure,"Fontana, J. A.",HARCOURT BRACE JOVANOVICH,2000
,10,Using Smart Systems to Save the Environment,"Markowitz, J.",MILLER FREEMAN INC,1994
,11,Combined Use of Simulation and AI/Machine Learning Techniques in Designing and Manufacturing Processes and Systems,"Monostori, L.",FREUND PUBLISHING HOUSE,2000
,12,AI in Children's Play with LEGO Robots,"Lund, H. H.",AAAI,1999
,13,UX Designers Pushing AI in the Enterprise: A Case for Adaptive UIs,"Zimmerman, J.; Oh, C.; Yildirim, N.; Kass, A.; Tung, T.; Forlizzi, J.","ASSOCIATION FOR COMPUTING MACHINERY, INC.",2021
,14,Trends and Issues in AI and Education: Towards a Common Research Framework,"Sandberg, J.",Ohmsha,1999
,15,Qualitative Control and Fuzzy Control: Towards a Writing Methodology,"Foulloy, L.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1993
,16,2.150 A POSSIBLE NEW BIOMARKER FOR PARKINSONS DISEASE: PHARMACOLOGICAL MRI (PHMRI) TO DISCRIMINATE ANIMALS WITH MPTP-VERSUS AGE-RELATED PARKINSONISM IN RHESUS MONKEYS,"Zhang, Z.; Andersen, A.; Hardy, P.; Ai, Y.; Grondin, R.; Gash, D. M.; Gerhardt, G. A.","Elsevier Science B.V., Amsterdam.",2012
,17,The CIDOC CRM-An Onotological Approach to Semantic Interoperability of Metadata,"Doerr, M.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2003
,18,IoT・AI技術で進化する工作機械、ロボット (特集 IoT・AI時代の機械加工の動向 : CNC制御・モニタリング技術を活用したモノづくり),立矢 宏,日刊工業新聞社,2020
,19,Rheological and mechanical properties of polyphenylene sulfide reinforced with round and rectangle cross-section glass fibers,Tao Jiang; Chengzhen Geng; Hanmei Zhou; Ai Lu,SAGE Publications,2017
,20,The BSM-AI project: SUSY-AI–generalizing LHC limits on supersymmetry with machine learning,"Caron, S.; Kim, J. S.; Rolbiecki, K.; Austri, R. R.; Stienen, B.",Springer Science + Business Media,2017
,21,e-Accessibility: Making the Web Accessible to the Visually Impaired Persons,"Ferreira, S.; Silveira, D.; Chauvel, M.; Ferreira, M.","Atlanta, Ga.; Association for Information Systems",2008
,22,Evaluating ERP Success Factors: Vendor's Perspective,"Teo, L.; Singh, M.; Cooper, V.",New York; Curran,2009
,23,Reasoning about linear circuits: a model-based approach,"Flores, J. J.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1999
,24,Visual Perception-Based Target Aircraft Movement Prediction for Autonomous Air Combat,"Dong,  Y.; Huang,  J.; Ai,  J.",AMERICAN INST OF AERONAUTICS AND ASTRONAUTICS,2015
,25,Learning to Learn from an ITS,"Linton, F.",IOS Press,1997
,26,Intelligent data analysis for medical diagnosis: using machine learning and temporal abstraction,"Lavrac, N.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1998
,27,Feature-based learning of search-guiding heuristics for theorem proving,"Fuchs, M.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1998
,28,"Effects of antibiotics on prevention of infection, white blood cell counts, and C-reactive protein levels at different times in the perioperative period of cesarean section","Tan, Xiuyan; Liu, Shanshan; Song, Linxiao; Sun, Aichun",Dustri-Verlag; 1999,2020
,29,"BATTLING GIANTS Clarifai's image-recognition AI can go toe-to-toe with those of Google, IBM and Microsoft. Now the startup must fight to stay competitive","Tilley,  Aaron",FORBES MAGAZINE,2017
,30,Teaching through Case-Based Reasoning: An ITS Engine Applied to Business Communication,"Papagni, M.; Cirillo, V.; Micarelli, A.; Boylan, P.",IOS Press,1997
,31,Chemical Functionalization and Dispersion of Carbon Nanofibers in Waterborne Polyurethane Adhesives,"Orgiles-Calpena, E.; Aran-Ais, F.; Torro-Palau, A.M.; Orgiles-Barcelo, C.",Taylor & Francis,2013
,32,"AI AND MACHINE LEARNING IN MANUFACTURING Artificial intelligence and machine learning promise to improve maintenance, quality and supply chain management","Sprovieri, John",HITCHCOCK PUBLISHING COMPANY,2019
,33,Guest Editorial: Big Data Analytics and Artificial Intelligence (AI) Applications for Smart Transportation - Selected Papers from World Transportation Congress (WTC) 2018,unknown,IEE,2019
,34,Lecture Series: ``The Currrent State of Artificial Intelligence'' (5) AI Now: Machine Learning,"Kamishima, Toshihiro; Kashima, Hisashi",Japanese Society for Artificial Intelligence,2019
,35,Development and plasticity of meningeal lymphatic vessels,"Antila,  Salli; Karaman,  Sinem; Nurmi,  Harri; Airavaara,  Mikko; Voutilainen,  Merja H.; Mathivet,  Thomas; Chilov,  Dmitri; Li,  Zhilin; Koppinen,  Tapani; Park,  Jun-Hee",ROCKEFELLER UNIVERSITY PRESS,2017
,36,"AI, IoT時代,ものづくり現場の人的資源 (特集 IoT, Big Data, AI時代における装置メーカーのデジタル革命)",丸山 正男,工業調査會,2019
,37,Determination of Cyflumetofen 20% SC by HPLC,"Chen,  Jian-bo; Zhang,  Song-han; Wu,  Ai-juan",UNKNOWN,2017
,38,"The Chinese Room Argument Reconsidered: Essentialism, Indeterminacy, and Strong AI","Wakefield, J. C.",Kluwer Academic Publishers,2003
,39,"Seeds and Dispersal in Luigi Nono's 'A Carlo Scarpa architetto, ai suoi infiniti possibili' per orchestra a microintervalli","Huber, N. A.",HARWOOD ACADEMIC PUBLISHERS,1999
,40,Self-driving: The Shift from Manufacturing to Mobility Business —Disruptive Innovation brought by AI and IoT—,"Nobe, Tsuguo",SOCIETY OF AUTOMOTIVE ENGINEERS OF JAPAN,2019
,41,THERAPEUTIC RESULTS WITH APL 93 PROTOCOL IN ACUTE PROMYELOCYTIC LEUKEMIA (34 CASES),"Jeddi, R.; Hdiji, S.; Kocem, K.; Lakhal, R. B.; Aissaoui, L.; Abid, H. B.; Ali, Z. B.; Meddeb, B.",Maghreb-Editions; 1999,2006
,42,A System for Learning Japanese Sign Language with 3D Placement of Hand Motion Based on Case Structure,"Terauchi, M.; Nishikawa, M.; Nagamachi, M.; Osaki, H.",IOS Press,1997
,43,Artificial Intelligence on Mobile Devices: An Introduction,"Yang, Q.; Zhao, F.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2013
,44,Spin-polarized transport through the T-shaped double quantum dots,"Fu-Bin, Y.; Shao-Quan, W.; Cong-Hua, Y.; Rui, H.; Tao, H.; Ai-Hua, B.",IOP PUBLISHING,2008
,45,Risks in PPP Water Projects in China: Perspective of Local Governments,Asheem Shrestha ; Toong-Khuan Chan ; Ajibade A. Aibinu ; Chuan Chen ; Igor Martek,Amer Society Civil Engineers,2017
,46,"AAAI: AI and its applications: Conference of the American Association for Artificial Intelligence, Boston, 29 July-3 August 1990",unknown,Learned Information,1990
,47,AI: Inventing a New Kind of Machine,"Clancey, W. J.",ACM Press,1995
,48,The Angry Birds AI Competition,"Renz,  Jochen; Ge,  Xiaoyu; Gould,  Stephen; Zhang,  Peng",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2015
,49,"Artificial Intelligence and Disinformation: How AI changes the Way Disinformation is Produced, Disseminated, and Can be Countered","Kertysova, Katarina",MARTINUS NIJHOFF,2018
,50,A Perceptual User Interface Using Mean Shift,"Prestes, E.; Ferrugem, A. P.; Idiart, M. A. P.; Barone, D. A. C.",Berlin; London; Springer,2004
,51,Call for Papers: Special Issue on 'AI and machine learning in finance',unknown,Taylor & Francis,2018
,52,AI in medical education-another grand challenge for medical informatics,"Lillehaug, S.-I.",ELSEVIER,1998
,53,Study on photocatalytic oxidation for determination of chemical oxygen demand using a nano-TiO2-K2Cr2O7 system,"Ai, S.; Li, J.; Yang, Y.; Gao, M.; Pan, Z.; Jin, L.","Elsevier Science B.V., Amsterdam.",2004
,54,Recognising Biological Sounds Using Machine Learning,"Taylor, A",World Scientific,1995
,55,Application of Machine Learning for Machine Monitoring and Diagnosis,"Maluf, D. A.;Daneshmend, L. K.",Florida AI Research Society,1997
,56,Validity and Reliability of the Global Physical Activity Questionnaire (GPAQ),"Herrmann, S.D.; Heumann, K.J.; Ananian, C.A.D.; Ainsworth, B.E.",Taylor & Francis,2013
,57,AI vs. Machine Learning,Eric Wills,Penton,2019
,58,Knowledge Representation for Intelligent Tutoring Systems: The GET-BITS Model,"Devedzic, V.; Jerinic, L.",IOS Press,1997
,59,From IT Capabilities to Supply Chain Performance: The Mediating Effects of Supply Chain Agility and Absorptive Capacity,"Liu, H.; Ke, W.; Wei, K.-K.; Huang, Q.; Gu, J.; Chen, H.",New York; Curran,2009
,60,The effects of mindfulness-based stress reduction on fatigue and sleep quality for breast cancer patients undergoing chemotherapy,"Wang,  Kun; Chen,  Chang-ying; Ai,  Jian-sai; Zhang,  Yang; Qu,  Li-xia",THE CHINESE NURSING ASSOCIATION,2017
,61,Some Reactive Processing Aspects of High-Temperature Aluminides Nb~3AI and RuAl,"Mohamed, K. E.",SPRINGER INTRNATIONAL,1997
,62,"AI Meets Web 2.0: Building the Web of Tomorrow, Today","Tenenbaum, J. M.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,63,AI CHI-WHAT IS IT?,"Sova, R.","CHALLENGE PUBLICATIONS, LTD.",2002
,64,Assessing Hospital Information Systems Processes: A Validation of PRISE Information Systems Success Model In,"Ozkan, S.; Baykal, N.; Sincan, M.","Atlanta, Ga.; Association for Information Systems",2008
,65,Game AI: Artifical Intelligence For 3D Path Finding,"Hui, Y. C.; Prakash, E. C.; Chaudhari, N. S.","IEEE,",2004
,66,Automated Negotiation in Multiple e-Marketplaces by Using Learning Personalized Mobile Shopping Agents,"Lee, F.-M.; Li, L.-H.; Liu, Y.-C.","Athens:; CSREA Press,",2004
,67,The media inequality: Comparing the initial human-human and human-AI social interactions,Yi Mou; Kun Xu,Pergamon,2017
,68,AI in the wild Iyad Rahwan proposes a new way to study artificial intelligence,unknown,IPC MAGAZINES LTD,2018
,69,Developing Application Frameworks with AI: Tools An application framework should provide a robust and easily extensible set of application-specific tools,"Herndon, S.",SIGS PUBLICATIONS INC,1996
,70,Degradation of glucocorticoids in water by dielectric barrier discharge and dielectric barrier discharge combined with calcium peroxide: performance comparison and synergistic effects,"Liu, Yanan; Wang, Cihao; Huang, Keliang; Miruka, Andere Clement; Dong, Ai; Guo, Ying; Zhang, Ai","John Wiley & Sons, Ltd",2019
,71,The Case for Case-Based Transfer Learning,"Klenk, M.; Aha, D.W.; Molineauxa, M.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2011
,72,"Convergence, the university of the future and the future of the university","Smith, D.",SPRINGER VERLAG KG,2003
,73,AI and the Conquest of Complexity in Law,"Bibel, L. W.",Springer Science + Business Media,2004
,74,An AI Search Algorithm to Obtain The Shortest Simplex Path,"Scott, T. G.",unknown,1996
,75,AI@50: We Are Golden!,"Mackworth, A. K.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,76,A case study of knowledge modelling in an air pollution control decision support system,"Oprea, M.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,2005
,77,Integrative General Intelligence for Controlling Game AI in a Minecraft-Like Environment,"Goertzel, B.; Pitt, J.; Cai, Z.; Wigmore, J.; Huang, D.; Geisweiller, N.; Lian, R.; Yu, G.",IOS Press,2011
,78,Progress in Introducing ITIL into an Information Systems Curriculum,"Jarman, R.",Red Hook; Curran,2011
,79,PCLEARN: A Computer Model for Learning Perceptual Chunks,"Suwa, M.",IOS-INTERNATIONAL ORGANIZATIONS SERVICES BV,1994
,80,"Effects of Ai Chi on balance, quality of life, functional mobility, and motor impairment in patients with Parkinson's disease","Kurt, Emine Eda; Büyükturan, Buket; Büyükturan, Öznur; Erdem, Hatice Rana; Tuncay, Figen",Informa Healthcare,2018
,81,Reactive instructional planning to support interacting teaching strategies,"Vassileva, J.",Association for the Advancement of Computing in Education,1995
,82,ディープラーニング活用事例と使いこなしの勘所：［最適化·推論分野］7．ディープラーニングを使った将棋AIの学習=Deep Learning Use Cases and Their Points and Tips：7. Learning Shogi AI Using Deep Learning,山岡 忠夫,情報處理學會,2018
,83,Fra cure intensive e cure palliative ai tempi di CoViD-19,"Romanò, Massimo",PENSIERO SCIENTIFICO,2020
,84,"Covid-19, dans le brouillard français de l'hydroxychloroquine (2)","Nau, J.-Y.",Publisher unknown,2020
,85,Lifestreams: Organizing your Electronic Life,"Freeman, E.; Fertig, S.",AAAI Press,1995
,86,Covid-19's AI revolution Robots are taking human jobs faster during the pandemic,unknown,IPC MAGAZINES LTD,2020
,87,What Makes a Top-Selling Textbook? Comparing Characteristics of AIS Textbooks,"Badua, F.; Sharifi, M.; Mediavilla, F.M.",Taylor & Francis,2014
,88,暮らしの中で活躍するAIとロボット：1．暮らしの中のロボット·AI -家庭用ロボットの現状と将来-=Robots and AI Being Active in Daily Living：1. Various Robots in Daily Life - Present State and Future of Home Robots -,入鹿山 剛堂,情報處理學會,2018
,89,Modelling Language Usage to Enhance Second Language Learning,"Chanier, T.;Renie, D.",Univ,1993
,90,Conserving Fuel in Statistical Language Learning: Predicting Data Requirements,"Lauer, M",World Scientific,1995
,91,How AI Affects the Future Predictive Maintenance: A Primer of Deep Learning,"Wang,  Kesheng; Wang,  Yi",Springer,2017
,92,Simulating Smooth Tutorial Dialogue with Pedagogical Value,"Graesser, A.;Franklin, S.;Wiemer-Hastings, P.",FLAIRS,1998
,93,HPLC Determination of Anti Prostate Cancer Drug Abiraterone Acetate,"Gong,  Ai-qin; Hu,  Tian-jin; Jia,  Zhi-xiang",SHANGHAI RESEARCH INSTITUTE OF MATERIALS,2014
,94,A review of Reinforcement Learning,"Thrun, Sebastian",American Association for Artificial Intelligence,2000
,95,Handling AIS Data and the State of AIS Data around Japan,"Fukuto, J.",TOKYO UNIVERSITY OF MERCANTILE MARINE,2014
,96,The Effect of T Cell Subsets and NK Cell with Combined Modality Therapy of TCM in Patiens with Ventilator-Associated Pheumonia Patients,"Hui, Z.; Li-yan, L.; Ai-ping, T.",PRACTICAL CLINICAL JOURNAL OF INTEGRATED TRADITIONAL CHINESE AND WESTERN MEDICINE,2010
,97,AI and IoT-Enabled Smart Exoskeleton System for Rehabilitation of Paralyzed People in Connected Communities,"Jacob, Sunil; Alagirisamy, Mukil; Xi, Chen; Balasubramanian, Venki; Srinivasan, Ram; R., Parvathi; Jhanjhi, N. Z.; Islam, Sardar M. N.",IEEE,2021
