,daily_index,A
2884,2884,쇼핑은 아울렛이죠.
2885,2885,많이 지쳤나봐요.
2886,2886,인생은 욕망이지 의미가 아니에요.
2887,2887,따듯한 차 한잔 어때요?
2888,2888,운동 해보는 것도 좋을 거예요.
2889,2889,삶의 낙이죠.
2890,2890,삶의 낙이죠.
2891,2891,어머어머 궁금하네요.
2892,2892,어머어머 궁금하네요.
2893,2893,회원정보 찾기를 해보세요.
2894,2894,화장하는 시간이 줄어들 거예요.
2895,2895,화장하는 시간이 줄어들 거예요.
2896,2896,할인점에서 사먹으세요.
2897,2897,할인점에서 사먹으세요.
2898,2898,바쁜 게 도움이 되지요.
2899,2899,결정은 빠르면 빠를수록 좋을 거예요.
2900,2900,노후는 지금부터 준비하는 게 좋죠.
2901,2901,잘하는 게 다른 거예요.
2902,2902,재미있나봐요.
2903,2903,공부에 흥미를 가져보세요.
2904,2904,저도 모르는 게 많아요.
2905,2905,곧 끝나길 바랄게요.
2906,2906,든든하게 드세요.
2907,2907,배고프지 않아요.
2908,2908,좋은 식습관이에요.
2909,2909,챙겨주고 싶나봐요.
2910,2910,건강에 좋은 습관이네요.
2911,2911,든든하게 드세요.
2912,2912,뭐라도 드세요.
2913,2913,뭐라도 드세요.
2914,2914,좀 더 일찍 잠자리에 들어보세요.
2915,2915,애국가요.
2916,2916,애국가요.
2917,2917,조금 더 일찍 잠을 자보세요.
2918,2918,건강에 좋을 거예요.
2919,2919,일찍 일어나는 새가 벌레를 더 많이 먹죠.
2920,2920,피곤했나봐요.
2921,2921,일찍 일어나는 새가 벌레를 더 많이 먹죠.
2922,2922,병원에 가야죠.
2923,2923,병원에 가야죠.
2924,2924,열심히 저축해서 분양받으세요.
2925,2925,아파트가 살기가 좋아요.
2926,2926,아파트가 살기가 좋아요.
2927,2927,가장 중요한 목표네요.
2928,2928,꿈은 현실이랑 반대예요.
2929,2929,곧 끝나길 바랄게요.
2930,2930,많이 바쁜가봐요.
2931,2931,이해하고 배려해보세요.
2932,2932,변신은 무죄!
2933,2933,변신은 무죄!
2934,2934,만화같은 일이네요.
2935,2935,만화같은 일이네요.
2936,2936,이게 정상이죠.
2937,2937,만화같은 일이네요.
2938,2938,만화같은 일이네요.
2939,2939,다른 안경 써보세요.
2940,2940,그런 일이 가능한지 몰랐네요.
2941,2941,그런 일이 가능한지 몰랐네요.
2942,2942,다른 안경 써보세요.
2943,2943,이게 정상이죠.
2944,2944,이번에는 동그란 안경테가 유행하고있어요.
2945,2945,인상이 달라 보일 거예요.
2946,2946,인상이 달라 보일 거예요.
2947,2947,이번에는 동그란 안경테가 유행하고있어요.
2948,2948,할 수 있을 때 하세요.
2949,2949,안녕하세요.
2950,2950,안녕하세요.
2951,2951,안녕하세요.
2952,2952,안녕하세요.
2953,2953,될 거예요.
2954,2954,원하는 꼰대가 있죠.
2955,2955,살 안 찌는 게 좋을 것 같아요.
2956,2956,살 안 찌는 게 좋을 것 같아요.
2957,2957,모르는 사이라 당황할 수도 있어요.
2958,2958,폰 요금 절약되겠네요.
2959,2959,폰 요금 절약되겠네요.
2960,2960,폰 요금 절약되겠네요.
2961,2961,폰 요금 절약되겠네요.
2962,2962,용기내서 고백해보세요.
2963,2963,좋아요!
2964,2964,세상에 쉬운 일은 없어요.
2965,2965,그래도 상관없어요. 칭찬해주고 싶네요.
2966,2966,가능하다면요.
2967,2967,하고 싶은 알바 지원해보세요.
2968,2968,그래도 상관없어요. 칭찬해주고 싶네요.
2969,2969,하고 싶은 알바 지원해보세요.
2970,2970,세상에 쉬운 일은 없어요.
2971,2971,용기내서 고백해보세요.
2972,2972,천천히 말해달라고 부탁해보세요.
2973,2973,다 예뻐요.
2974,2974,살짝 내려보는것도 괜찮을거 같아요.
2975,2975,뭘 해도 예뻐요.
2976,2976,다 예뻐요.
2977,2977,앞머리만이라도 감으세요.
2978,2978,살짝 내려보는것도 괜찮을거 같아요.
2979,2979,꼭 앞으로 나가야 하는 건 아니에요.
2980,2980,가장 확실한 시간은 오늘이에요. 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마세요.
2981,2981,어떻게든 잘 살 거예요.
2982,2982,잘 될거예요. 당신의 삶을 응원합니다!
2983,2983,안전이 최고죠!
2984,2984,건강 걱정되겠네요.
2985,2985,건강 걱정되겠네요.
2986,2986,가능하면 가는 게 좋겠죠.
2987,2987,가능하면 가는 게 좋겠죠.
2988,2988,힘 빠지는 이야기네요.
2989,2989,인간 관계도 정리가 필요해요.
2990,2990,다녀오세요!
2991,2991,가족들과 상의해보세요.
2992,2992,이유가 있을 거예요.
2993,2993,이유가 있을 거예요.
2994,2994,as 맡기세요.
2995,2995,네
2996,2996,높은 곳으로 가보세요.
2997,2997,높은 곳으로 가보세요.
2998,2998,좋은 생각이에요.
2999,2999,좋은 생각이에요.
3000,3000,얼른 집에 가서 쉬시길 바랄게요.
3001,3001,오늘도 고생이 많으시네요.
3002,3002,양해를 구해보세요.
3003,3003,가볍게 먹을 수 있는 걸 먹어보세요.
3004,3004,간단한 견과류나 과일을 먹어보세요.
3005,3005,가볍게 먹을 수 있는 걸 먹어보세요.
3006,3006,맛있게 많이 드세요!
3007,3007,약 먹고 쉬어야 해요.
3008,3008,꼬박꼬박 챙겨 드세요.
3009,3009,약 먹고 쉬어야 해요.
3010,3010,꼬박꼬박 챙겨 드세요.
3011,3011,양해를 구해보세요.
3012,3012,근처 산에 가보세요.
3013,3013,바늘과 실로 꿰메보세요.
3014,3014,바늘과 실로 꿰메보세요.
3015,3015,괜찮아요. 그럴수도 있죠.
3016,3016,먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요.
3017,3017,먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요.
3018,3018,그런 일은 하지 마세요.
3019,3019,그런 일은 하지 마세요.
3020,3020,고마움을 전해 보세요.
3021,3021,고마움을 전해 보세요.
3022,3022,혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요.
3023,3023,빛이 있을 거예요.
3024,3024,어둠에서 나온다니 다행이에요.
3025,3025,빛이 있을 거예요.
3026,3026,킁킁
3027,3027,분명한 잘못이네요.
3028,3028,처음부터 되짚어보세요.
3029,3029,저도요!
3030,3030,함께할때 가장 자신다운 모습으로 살 수 있는 사람이랑 하는 게 좋은 것 같아요.
3031,3031,최신 영화가 좋을 것 같아요.
3032,3032,하고싶은 일을 구해보세요.
3033,3033,자책하지 마세요.
3034,3034,제가 당신을 좋아하고 있어요.
3035,3035,저도 모르겠어요.
3036,3036,진심으로 마음을 전해보세요.
3037,3037,먼저 말 걸어 보세요.
3038,3038,피곤했나봐요.
3039,3039,마음이라도 어리게 사세요.
3040,3040,마음이라도 어리게 사세요.
3041,3041,지금도 늦지 않았어요.
3042,3042,원래 못하면 하고 싶어지죠.
3043,3043,때를 놓쳐서 그런 것 같아요.
3044,3044,중요한 건 지금이죠.
3045,3045,타임머신이 생길 때까지 기다려봐요.
3046,3046,사춘기로부터의 일시적 휴식에 불과하죠.
3047,3047,사춘기로부터의 일시적 휴식에 불과하죠.
3048,3048,타임머신이 생길 때까지 기다려봐요.
3049,3049,육아 파이팅!!
3050,3050,가능하면 참석하는 게 좋겠죠.
3051,3051,가능하면 참석하는 게 좋겠죠.
3052,3052,놀랐나봐요.
3053,3053,놀랐나봐요.
3054,3054,아직 순수하다는 증거일 거예요.
3055,3055,한번 웃고 잊어버리세요.
3056,3056,그냥 잊어버리세요.
3057,3057,한번 웃고 잊어버리세요.
3058,3058,그냥 잊어버리세요.
3059,3059,건강에 안 좋아요.
3060,3060,술 너무 많이 드시지 마세요.
3061,3061,평생 친구가 생긴다는 거죠.
3062,3062,싸우면서 정 들 거예요.
3063,3063,싸우면서 정 들 거예요.
3064,3064,마음을 손이 따라와주지 않죠.
3065,3065,하다보면 늘어요.
3066,3066,기술이 발전하면 가능하겠죠.
3067,3067,저도 좋아해요.
3068,3068,관리해주세요.
3069,3069,관리해주세요.
3070,3070,많이 좋아했던 사람인가봐요.
3071,3071,얼굴이 다가 아니에요.
3072,3072,얼굴이 다가 아니에요.
3073,3073,남의 눈을 의식하는 사람일 거라 생각해요.
3074,3074,그런 사람들 은근 많아요.
3075,3075,이상형은 아니지만 호감가는 사람이 있어요.
3076,3076,세상의 무엇보다 건강이 제일 중요해요.
3077,3077,더 행복해질 거예요.
3078,3078,좋은 만남이었길 바라요.
3079,3079,감기 조심하세요.
3080,3080,감기 조심하세요.
3081,3081,육아 파이팅!!
3082,3082,남의 눈을 의식하는 사람일 거라 생각해요.
3083,3083,타인의 기대로부터 자유로워지세요.
3084,3084,지금이라도 효도하세요.
3085,3085,지금이라도 효도하세요.
3086,3086,엄마한테 잘해야 돼요.
3087,3087,시간내서 부모님 집에 찾아가 보세요.
3088,3088,시간내서 부모님 집에 찾아가 보세요.
3089,3089,연락드려보세요.
3090,3090,연락드려보세요.
3091,3091,조금씩 보다 나은 모습을 보여드리세요.
3092,3092,조금씩 보다 나은 모습을 보여드리세요.
3093,3093,시어머니가 이뻐해 주실거예요.
3094,3094,타인의 기대로부터 자유로워지세요.
3095,3095,엄마께 프라이버시를 지켜달라고 말해보세요.
3096,3096,그런 의도는 아니셨을거예요.
3097,3097,그런 의도는 아니셨을거예요.
3098,3098,많이 만나보세요.
3099,3099,엄마가 들으면 속상해 하시겠네요.
3100,3100,상처받는다고 꼭 말하세요.
3101,3101,상처받는다고 꼭 말하세요.
3102,3102,시어머니가 이뻐해 주실거예요.
3103,3103,연락 드려 보세요.
3104,3104,엄마께 프라이버시를 지켜달라고 말해보세요.
3105,3105,좋은 여행이 될 거예요.
3106,3106,더 후회하기 전에 사과하세요.
3107,3107,좋은 부모님을 두셨군요.
3108,3108,좋은 여행이 될 거예요.
3109,3109,상담이나 컨설팅을 받아보는 것도 좋을 거예요.
3110,3110,연락 드려 보세요.
3111,3111,형편대로 하세요.
3112,3112,더 후회하기 전에 사과하세요.
3113,3113,더 후회하기 전에 사과하세요.
3114,3114,엄마한테 잘해야 돼요.
3115,3115,필요하다면요.
3116,3116,더 후회하기 전에 사과하세요.
3117,3117,매력있는 사람인가봐요.
3118,3118,기다려보세요.
3119,3119,기다려보세요.
3120,3120,힘들겠지만 하나씩 해보세요.
3121,3121,회사는 스트레스의 원인이죠.
3122,3122,업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요.
3123,3123,업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요.
3124,3124,힘들겠지만 하나씩 해보세요.
3125,3125,타이밍이 안 맞았나봐요.
3126,3126,타이밍이 안 맞았나봐요.
3127,3127,몇 번 안해먹고 둘 거면 그냥 사 드세요.
3128,3128,욕은 나쁜거예요.
3129,3129,욕은 나쁜거예요.
3130,3130,필수는 아니에요.
3131,3131,필수는 아니에요.
3132,3132,좋은 곳인가봐요.
3133,3133,좋은 곳인가봐요.
3134,3134,당신의 잠재력을 믿어보세요.
3135,3135,당신의 잠재력은 무궁무진해요.
3136,3136,짜지 마세요.
3137,3137,스트레스가 더 큰 적이에요.
3138,3138,손으로 만지지 마세요.
3139,3139,손으로 만지지 마세요.
3140,3140,중요한 날에만 가리세요.
3141,3141,스트레스가 더 큰 적이에요.
3142,3142,곧 지나갑니다.
3143,3143,곧 지나갑니다.
3144,3144,여기만 아니면 다 좋을 것 같네요.
3145,3145,여기만 아니면 다 좋을 것 같네요.
3146,3146,생각만 해도 군침이 도네요.
3147,3147,생각만 해도 군침이 도네요.
3148,3148,구릿빛 피부 좋죠!
3149,3149,싫으면 만나지 마세요.
3150,3150,못 당해요. 무시하세요.
3151,3151,싫으면 만나지 마세요.
3152,3152,못 당해요. 무시하세요.
3153,3153,나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요.
3154,3154,여유는 마음 가짐에 있어요.
3155,3155,소개팅 시켜달라고 말해보세요.
3156,3156,걱정되겠어요.
3157,3157,항상 못해본 건 궁금하더라고요.
3158,3158,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요
3159,3159,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요
3160,3160,기다릴 수 있을지 스스로에게 물어보세요.
3161,3161,기다릴 수 있을지 스스로에게 물어보세요.
3162,3162,성격이 그럴 수도 있으니 이해해주세요.
3163,3163,당신은 복받은 사람.
3164,3164,사람 고쳐쓰는 거 아니에요.
3165,3165,모르는 사실에 더 화가 나 있을 거예요.
3166,3166,순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요.
3167,3167,당신의 사랑이 변한것 같아요.
3168,3168,다른 연락을 많이 하거나 더 자주 만나세요.
3169,3169,다른 연락을 많이 하거나 더 자주 만나세요.
3170,3170,같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요.
3171,3171,같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요.
3172,3172,걱정되겠어요.
3173,3173,종교의 자유가 있죠
3174,3174,종교의 자유가 있죠
3175,3175,당신의 사랑이 변한것 같아요.
3176,3176,항상 못해본 건 궁금하더라고요.
3177,3177,난감하겠어요.
3178,3178,당신은 복받은 사람.
3179,3179,사람 고쳐쓰는 거 아니에요.
3180,3180,잘 찍어주세요.
3181,3181,모르는 사실에 더 화가 나 있을 거예요.
3182,3182,바쁘게 사나봅니다.
3183,3183,좋은 여행 되길 바랍니다.
3184,3184,좋은 여행 되길 바랍니다.
3185,3185,편하게 쉴 수 있는 곳이 좋을 거예요.
3186,3186,계획을 세워보세요.
3187,3187,바쁘게 사나봅니다.
3188,3188,편하게 쉴 수 있는 곳이 좋을 거예요.
3189,3189,과식하지 말고 먹고 눕지 마세요!
3190,3190,과식하지 말고 먹고 눕지 마세요!
3191,3191,제가 더 천재예요.
3192,3192,이불밖은 위험하죠.
3193,3193,없는 것보다 나을 거예요.
3194,3194,없는 것보다 나을 거예요.
3195,3195,많이 하면 좋죠.
3196,3196,많이 하면 좋죠.
3197,3197,오랜만에 연락 받으면 반가울 것 같아요.
3198,3198,더 많이 믿어주세요.
3199,3199,더 많이 믿어주세요.
3200,3200,연락은 기본 중의 기본이에요.
3201,3201,안녕 이라고 인사부터 해보세요.
3202,3202,이렇게 고민하게 만들려고 그랬나봐요.
3203,3203,바쁜가봐요.
3204,3204,바쁜가봐요.
3205,3205,인기가 많으시군요.
3206,3206,안녕 이라고 인사부터 해보세요.
3207,3207,인기가 많으시군요.
3208,3208,한번더 연락해 보세요.
3209,3209,그래도 해보는 게 좋을 거 같아요.
3210,3210,그래도 해보는 게 좋을 거 같아요.
3211,3211,하다보면 익숙해질거예요.
3212,3212,하다보면 익숙해질거예요.
3213,3213,야근 수당을 챙겨보세요.
3214,3214,그 분이 나타나면 꼭 잡으세요!
3215,3215,저는 위기 조차 없네요.
3216,3216,부족하지만 열심히 해드릴게요.
3217,3217,부족하지만 열심히 해드릴게요.
3218,3218,저는 위기 조차 없네요.
3219,3219,잘할 수 있을 거니 걱정마세요.
3220,3220,마음이 시키는데로 하면 되요.
3221,3221,마음이 시키는데로 하면 되요.
3222,3222,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.
3223,3223,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.
3224,3224,동감입니다.
3225,3225,제가 1호팬 하겠습니다.
3226,3226,제가 1호팬 하겠습니다.
3227,3227,아무래도 사생활이 적으니까요.
3228,3228,아무래도 사생활이 적으니까요.
3229,3229,연예인 걱정이 제일 쓸데없어요.
3230,3230,연예인 걱정이 제일 쓸데없어요.
3231,3231,이제 내려올 때가 됐어요.
3232,3232,감기 조심하세요!
3233,3233,깜빡 하셨나봐요.
3234,3234,깜빡 하셨나봐요.
3235,3235,생각한대로 잘할 수 있을 거예요.
3236,3236,중요한 건 노력하는 과정이에요.
3237,3237,다음에는 잘 될 거예요.
3238,3238,다음에는 잘 될 거예요.
3239,3239,염색을 자주 하면 모발이 상해요.
